Year,URL,Image_URL,Alt_Text,Description
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-ventures-invests-in-antibody-based-cancer-therapeutics-company,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/convergence-traskLO.jpg,,"Describe the Image:.\nThis is a picture of a building. The building is a large, multi-story structure with a glass facade. It is located in a city and has a modern design. The building is surrounded by a parking lot and a road. There"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-global-commencement-celebrates-multigenerational-success,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pglobal-graph23LO.jpg,Purdue global logo,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme. The globe is positioned on the left side of the image, with the word ""Purdue"" written in bold white"
2023,https://www.purdue.edu/newsroom/2023/Q2/concord-law-school-launches-new-class-to-address-rural-legal-issues,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pg-courseLO.jpg,,"Describe the Image: The image is a black square with a logo and text. The logo is a globe with a black and white design. The globe is mostly white, with a black outline and a black and white design on the left side. The text is """
2023,https://www.purdue.edu/newsroom/2023/Q2/concord-law-school-grad-dolan-williams-shares-lessons-learned-and-his-commitment-to-family,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/Fall-Purdue-2023_Z8C9151.jpg,The unfinished Block P statue on the Purdue University campus.,"Describe the Image:.\nThis is a picture of a statue of a large letter ""P"" on a rock. The statue is made of black stone and is located in a park. The statue is surrounded by trees and grass, and there are people walking in"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-launches-purdue-mobile-id-for-students-allowing-them-to-get-around-campus-with-just-a-simple-tap-of-their-mobile-device,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/purdue-mobileidLO.jpg,,"Describe the Image: The image depicts a phone screen with a black background and white text that reads ""Your Purdue ID. Now on your Phone."" The phone screen displays a Purdue University logo in the top-right corner, with a student's profile picture and name, """
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-launches-nations-first-institute-of-physical-ai-ipai-recruiting-50-new-faculty,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/computes-aiLO.jpg,,"Describe the Image: The image depicts a person named I can provide some context, but I won't be able to identify the individuals. I can give you an idea of what's happening in the image, but not who's in it. I can describe the image"
2023,https://www.purdue.edu/newsroom/2023/Q2/trustees-endorse-2023-24-purdue-faculty-and-staff-salary-policy,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/state-grant-gatewayLO.jpg,,"Describe the Image:.\nThis is a picture of a university campus. The campus is located in a city and is surrounded by trees. The campus has several buildings, including a large building with a clock tower. The campus also has a large lawn and a parking"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-trustees-ratify-faculty-and-staff-positions-promotions-approve-resolutions-of-appreciation,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/spring-hovdeLO-3.jpg,Spring campus scenes. Hovde,"Describe the Image:.\nThis is a picture of a building with a large tree in front of it. The building is a large, multi-story structure with a red roof and a large staircase leading up to it. The tree is a large, leafy tree"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-receives-10-million-commitment-from-blake-family-to-establish-ethics-center-in-new-daniels-school-of-business,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/blake-ethicsLO.jpg,,Describe the Image:.\nThere are four people in the image. Three of them are sitting at a table with a laptop and a book. The fourth person is standing in the background. The people are all smiling and appear to be enjoying their time together. They
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-continues-to-lead-in-chip-technology-and-workforce-innovation-across-the-us,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/semiconductor-birckLO.jpg,,"Describe the Image:.\nTwo women are sitting at a desk, wearing lab coats and gloves, and looking at a computer screen. They are likely scientists or researchers, possibly working on a project or analyzing data. The woman on the left is holding a pen and"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-continues-to-lead-in-chip-technology-and-workforce-innovation-across-the-us-2,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/semiconductor-birckLO.jpg,,"Describe the Image:.\nTwo women are sitting at a desk, wearing lab coats and gloves, and looking at a computer screen. They are likely scientists or researchers, possibly working on a project or analyzing data. The woman on the left is holding a pen and"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-globals-concord-law-school-celebrates-25-years-of-audacity,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/pglobal-graph23LO.jpg,Purdue Global logo,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme. The globe is positioned on the left side of the image, with the word ""Purdue"" written in bold white"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-offering-new-online-hypersonics-graduate-certificate,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/online-hypersonicsLO.png,,Describe the Image:.\nThis is a picture of a large industrial machine. The machine is located in a large room with a high ceiling. The machine is made of metal and has several pipes and tubes attached to it. The machine appears to be a large industrial
2023,https://www.purdue.edu/newsroom/2023/Q2/new-webb-telescope-image-reveals-wonders-beauty-secrets-of-star-structure-and-building-blocks-of-life,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/milisavljevic-cassiopeiaLO.jpg,,"Describe the Image: The image is a photograph of a nebula. The nebula is a large, glowing cloud of gas and dust that is located in space. It is a type of interstellar cloud that is formed when stars are born or die. The neb"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-extension-needs-your-help-growing-food-for-science,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/citizen-scienceLO.jpg,"Purdue Extension, the University of Tennessee and Iowa State University are partnering for the citizen science experiment Citi-Sci: Growing Food for Science! from April through August. (Purdue Agricultural Communications)","Describe the Image's Content: I can provide a general description of the image, but not names. The image is not intended to reveal sensitive information. I can give you an idea of what's happening in the image, but not who's in it. I can"
2023,https://www.purdue.edu/newsroom/2023/Q1/nutramaize-receives-650000-usda-grant-to-scale-research-on-orange-corn-that-improves-poultry-health-and-egg-yolk-pigmentation,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/nutramaize-orangecornLO.jpeg,,Describe the Image:.\nA person is feeding a chicken. The chicken is standing on the ground and is being fed by a person. The person is holding a handful of food in their hand and is feeding it to the chicken. The chicken is standing on the
2023,https://www.purdue.edu/newsroom/2023/Q1/todays-top-5-from-purdue-university-17,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/spring-hovdeLO.jpeg,Spring campus scenes. Hovde,"Describe the Image:.\nThis is a picture of a building with a large tree in front of it. The building is a large, multi-story structure with a red roof and a large staircase leading up to it. The tree is a large, leafy tree"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-global-to-offer-educational-opportunities-at-reduced-rates-to-maines-redington-fairview-general-hospital,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-partnershipOG.jpeg,Purdue Global partnership,"Describe the Image: The image is a logo for Purdue Global Partnership. The logo is a stylized globe with a black and white color scheme. The globe is divided into four sections, each representing a different continent. The continents are colored white, yellow, and black"
2023,https://www.purdue.edu/newsroom/2023/Q1/new-electric-scooters-coming-to-campus-march-17-partnership-to-promote-safety,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/campus-aerialLO.jpeg,,"Describe the Image:.\nThis is a picture of a large, open area with a fountain in the center. The fountain is surrounded by a circular walkway and is located in a park-like setting. The fountain is surrounded by trees and grass, and there are"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-offering-online-prequalified-structures-for-the-stage-course,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/structures-onlineLO.jpeg,Purdue offering online Prequalified Structures for the Stage course,"Describe the Image:.\nThis is a picture of a stage with a large number of seats. The stage is empty, and the seats are arranged in rows. The stage is well-lit, and the seats are neatly arranged. The image also features a logo"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-globals-dooley-selected-to-ace-board-of-directors,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-graphicOG.jpeg,Purdue Global logo graphic,"Describe the Image: The image is a logo for Purdue Global. The logo is a stylized globe with a black and white color scheme. The globe is made up of four curved lines that form a circle, with the top half being white and the bottom half being"
2023,https://www.purdue.edu/newsroom/2023/Q1/wheelchair-prototype-safely-navigates-passengers-through-airports-to-aircraft-seats,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/wheelchair.prototypeLO.jpg,,"Describe the Image: The image depicts a small, blue and white robot on a table. The robot is made of metal and has four wheels. It is sitting on a wooden table. The robot is made of metal and has four wheels. It is sitting on a"
2023,https://www.purdue.edu/newsroom/2023/Q1/biologists-chemical-engineers-collaborate-to-reveal-complex-cellular-process-inside-petunias,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/dudureva-morganLO.jpeg,"A Purdue University team led by Natalia Dudareva, Distinguished Professor of Biochemistry in Purdue’s College of Agriculture, and John Morgan, professor in the Davidson School of Chemical Engineering, has published new details about molecular processes that allow petunias to emit scent chemicals called volatile organic compounds. (Purdue Agricultural Communications photo/Tom Campbell)",Describe the Image:.\nA man and a woman are standing in a greenhouse surrounded by white flowers. The man is wearing a blue shirt and the woman is wearing a pink shirt. They are both smiling and appear to be enjoying their time in the greenhouse. The
2023,https://www.purdue.edu/newsroom/2023/Q1/todays-top-5-from-purdue-university-27,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/spring-hovdeLO.jpeg,Spring campus scenes. Hovde,"Describe the Image:.\nThis is a picture of a building with a large tree in front of it. The building is a large, multi-story structure with a red roof and a large staircase leading up to it. The tree is a large, leafy tree"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdues-brian-lamb-school-of-communication-offering-new-combined-ba-and-ms-program,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/combined-bamaLO.jpeg,,Describe the Image: The image is a photograph of two people sitting at a table with laptops. The person on the left is a woman with long brown hair and a yellow shirt. She is sitting on the left side of the table and typing on her laptop. The
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-global-school-of-nursing-to-support-story-county-medical-centers-participation-in-daisy-award-program,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-graphicOG.jpeg,Purdue Global logo graphic,"Describe the Image: The image is a logo for Purdue Global. The logo is a stylized globe with a black and white color scheme. The globe is made up of four curved lines that form a circle, with the top half being white and the bottom half being"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-global-partnering-with-northern-light-inland-hospital-on-innovative-learning-model-featuring-state-of-the-art-simulation-center,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-partnershipOG.jpeg,Purdue Global partnership,"Describe the Image: The image is a logo for Purdue Global Partnership. The logo is a stylized globe with a black and white color scheme. The globe is divided into four sections, each representing a different continent. The continents are colored white, yellow, and black"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-global-announces-anaheim-commencement-weekend-schedule-feb-24-25,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-graphicOG.jpeg,Purdue Global logo graphic,"Describe the Image: The image is a logo for Purdue Global. The logo is a stylized globe with a black and white color scheme. The globe is made up of four curved lines that form a circle, with the top half being white and the bottom half being"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-ventures-invests-250000-in-assistive-educational-technology-company,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/tactileeng-cadenceLO.jpeg,,Describe the Image:.\nA person is using a braille display. The braille display is a device that converts digital text into tactile braille. It is used by people who are blind or have low vision to read and write in braille. The br
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-university-receives-21-million-art-donation-of-degas-sculptures-from-engineering-alum-avrum-gray,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/degas-grayOG.jpeg,,"Describe the Image:.\nThis is a statue of a young girl. She is wearing a dress and has a ribbon in her hair. The statue is made of bronze and is a work of art. The statue is a representation of a young girl, likely a"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-global-umgc-team-with-getset-learning-to-boost-student-persistence-and-retention,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-partnershipOG.jpeg,Purdue Global partnership,"Describe the Image: The image is a logo for Purdue Global Partnership. The logo is a stylized globe with a black and white color scheme. The globe is divided into four sections, each representing a different continent. The continents are colored white, yellow, and black"
2023,https://www.purdue.edu/newsroom/2023/Q1/white-family-foundation-commits-50-million-to-new-daniels-school-of-business-at-purdue-university,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/white-instituteLO.jpg,,Describe the Image:.\nThere are four people sitting around a table. They are all smiling and laughing. The woman on the left is wearing a black and white striped shirt. The woman in the middle is wearing a pink shirt. The man on the right is
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q1/health-care-navigation-program-now-available,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/Boilermaker-Special_RJM3309.jpg,The Boilermaker Special parked by the Engineering Fountain.,"Describe the Image:.\nA black train with yellow wheels and a yellow and black logo on the side is driving through a park. The train is surrounded by yellow flowers and a large statue in the background. The train is moving through a park, with a large"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-engineering-to-play-key-role-in-two-new-src-jump-2-0-centers,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/GatewayArchLO.jpeg,,"Describe the Image:.\nThis is a picture of a college campus. The image shows a large building with a sign that says ""Purdue University"" on it. There are several people walking around the campus, and the weather appears to be nice and sunny"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-ag-celerator-fund-invests-100000-in-pathogen-detection-company,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/omnivis-ispydxLO.jpeg,,"Describe the Image:.\nA white box with a green screen on top and a clear plastic object next to it. The box is rectangular and has a green screen on top. There are four small holes on the front of the box, two on each side."
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-a-factor-as-lafayette-no-1-nationally-in-latest-wsj-realtor-com-housing-index-of-most-affordable-markets-for-fourth-quarter,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/wsj-realtorLO.jpeg,wsj-realtor,Describe the Image:.\nThis is a picture of a city street with a large building in the background. The building is a church with a tall steeple. The street is lined with trees and cars are parked along the side of the road. The sky
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-faculty-chosen-as-fellows-of-the-american-association-for-the-advancement-of-sciences,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/aaas-fellowsLO.jpeg,,"Describe the Image: The image is a black square with a gold and white logo. The logo is a stylized letter ""A"" with a line through it, and the word ""AAAS"" underneath. The background is black with a thin gold border around the"
2023,https://www.purdue.edu/newsroom/2023/Q1/anu-previously-gropod-awarded-nearly-1-million-competitive-grant-from-the-national-science-foundation,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/heliponix-sbirLO.jpeg,"Heliponix, doing business as GroPod, makes healthy food accessible to consumers and their family with technology and knowledge. The National Science Foundation awarded Heliponix a Phase II Small Business Innovation Research grant for $970,993 for research and development. (Heliponix photo)","Describe the Image:.\nA woman is standing in front of a refrigerator, reaching for a leafy green vegetable. She is wearing a green shirt and has long blonde hair. The refrigerator is open, and the woman is holding a leafy green vegetable in her"
2023,https://www.purdue.edu/newsroom/2023/Q1/researchers-tailor-thickness-of-conducting-nitrides-and-oxides-to-enhance-their-photonic-applications,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/research-tipOG.jpeg,,"Describe the Image: The image is a logo for Purdue Research. The logo is black and white. The word ""RESEARCH"" is written in large white letters. The word ""PURDUE"" is written in black letters on a gold rectangle. The background is"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-launches-new-ai-based-global-forest-mapping-project,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/liang-grant1LO.jpeg,A person sits on a tree branch,"Describe the Image:.\nA man is sitting on a tree branch, surrounded by lush greenery. He is wearing a backpack and appears to be engaged in some sort of activity, possibly climbing or exploring the tree. The tree is tall and has a sturdy trunk"
2023,https://www.purdue.edu/newsroom/2023/Q1/study-how-to-apply-lessons-from-colorados-costliest-wildfire-to-drinking-water-systems,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/research-tipOG.jpeg,,"Describe the Image: The image is a logo for Purdue Research. The logo is black and white. The word ""RESEARCH"" is written in large white letters. The word ""PURDUE"" is written in black letters on a gold rectangle. The background is"
2023,https://www.purdue.edu/newsroom/2023/Q1/transistors-repurposed-as-microchip-clock-address-supply-chain-weakness,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/weinstein-transistorsLO.jpg,,"Describe the Image: A 3D rendering of a building with a large, circular window. The building has a white exterior and a black interior. There are several windows on the left side of the building, and they are all open. The windows have yellow lights"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdues-online-engineering-graduate-programs-gain-overall-in-u-s-news-rankings-of-best-online-programs,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/no2online-engrgradLO.jpeg,#2 online engineering graduate program in the U.S. (Purdue University photo),"Describe the Image: The image depicts a graphic that reads ""2 ONLINE ENGINEERING GRADUATE PROGRAM in the U.S."" with the number 2 in large white font and the rest of the text in gold. The background is black., engineering, university,"
2023,https://www.purdue.edu/newsroom/2023/Q1/towing-risk-remove-on-street-vehicles-from-marked-snow-routes-by-11-p-m-tonight,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/snow-routesLO.jpeg,,"Describe the Image: The image depicts a map of a city with a yellow line running through it. The yellow line is labeled ""Purdue Snow Routes"" and ""City Snow Routes."" The map also shows the location of various buildings and roads within the city."
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-global-and-ambassador-health-to-benefit-from-strategic-partnership,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-partnershipOG.jpeg,Purdue Global partnership,"Describe the Image: The image is a logo for Purdue Global Partnership. The logo is a stylized globe with a black and white color scheme. The globe is divided into four sections, each representing a different continent. The continents are colored white, yellow, and black"
2023,https://www.purdue.edu/newsroom/2023/Q1/omnivis-recognized-with-prestigious-most-fundable-companies-designation,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/omnivis-ispydxLO.jpeg,,"Describe the Image:.\nA white box with a green screen on top and a clear plastic object next to it. The box is rectangular and has a green screen on top. There are four small holes on the front of the box, two on each side."
2023,https://www.purdue.edu/newsroom/2023/Q1/expansive-agricultural-dataset-now-available-from-purdue-university,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/block-pLO.jpeg,,"Describe the Image:.\nThis is a picture of a statue of a large letter P on a rock. The statue is located in a park and is surrounded by trees and grass. The statue is made of metal and is a large letter P., purdue university"
2023,https://www.purdue.edu/newsroom/2023/Q1/new-high-tech-startup-developing-smart-contact-lenses-for-glaucoma-diagnosis-and-management,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/lee-glaucomaLO.jpeg,,"Describe the Image: I can provide a general description of the image, but not names. The image depicts a close-up of a person's eye. The image is not intended to reveal sensitive information. The image is not intended to reveal personal information. The image is"
2023,https://www.purdue.edu/newsroom/2023/Q1/welcome-back-letter-from-president-chiang-provost-wolfe,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/welcomeOG.jpg,,"Describe the Image: I can provide a general description of the image, but not names. The image depicts a person whose name is I can give you an idea of what's happening in the image, but not who's in it. I can provide some context,"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-globals-diego-britto-selected-for-second-term-on-upcea-finance-committee,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purdue-global-graphicOG.jpeg,Purdue Global logo graphic,"Describe the Image: The image is a logo for Purdue Global. The logo is a stylized globe with a black and white color scheme. The globe is made up of four curved lines that form a circle, with the top half being white and the bottom half being"
2023,https://www.purdue.edu/newsroom/2023/Q1/purdue-appoints-senior-vice-president-vice-provosts-and-interim-agriculture-dean,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/aerial-engineeringLO.jpeg,,"Describe the Image:.\nThis is a picture of a large, open area with a fountain in the center. The fountain is surrounded by a circular walkway and is located in a park-like setting. The fountain is surrounded by trees and grass, and there are"
